name,loc,size,area,price,price_sum,dire,floor,buildtime,advantage
大华锦绣华城第14街区,北蔡-大华锦绣华城第14街区华鹏路300弄,2室1厅,83.69,90811,760,南北向,中层（共18层）,2011年建,"满五优质教育
                                        距13号线华鹏路站约236米"
同润菲诗艾伦,泗泾-古楼公路1198弄,1室1厅,55,29091,160,西南向,中层（共15层）,2012年建,满二
玉兰香苑,张江-益江路286弄、益江路126弄,2室2厅,84,43452,365,南北向,中层（共6层）,2004年建,满五优质教育小区中心采光好
凯欣豪园,中山公园-凯欣豪园汇川路88弄1-13号,2室1厅,71.94,108424,780,西南向,中层（共31层）,2005年建,"满五配套成熟小区中心
                                        距2号线中山公园站约330米"
仁恒河滨城三期,联洋-仁恒河滨城三期丁香路1299弄,4室2厅,227,116740,2650,南北向,高层（共24层）,2008年建,"满二优质教育
                                        距9号线芳甸路站约588米"
中环锦园,万里-中环锦园真华路388弄,3室2厅,139.7,57266,800,南向,中层（共17层）,2008年建,满五优质教育配套成熟
北蒙三小区,打浦桥-北蒙三小区丽园路842弄、蒙自路212-21,1室1厅,40.2,74627,300,南北向,中层（共6层）,1989年建,"满二优质教育
                                        距9号线马当路站约465米"
天柱山路17弄小区,蓬莱公园-天柱山路17弄,1室1厅,42.69,65589,280,南北向,中层（共7层）,2001年建,"满五
                                        距4号线南浦大桥站约741米"
天环苑,川沙-江晖路436弄,2室2厅,77.83,26853,209,南向,高层（共6层）,2008年建,满五优质教育
新高苑,高行-高宝路229弄、高宝路379弄、高宝路68弄,2室1厅,62.72,47832,300,南向,中层（共11层）,2011年建,满五优质教育户型佳采光好
保利叶上海,顾村-菊太路1198弄、联杨路1078弄、菊联路2,2室2厅,88,49432,435,南向,低层（共30层）,2010年建,满五
长江小区,中山公园-江苏北路111弄,1室1厅,38.61,68635,265,南向,高层（共7层）,1985年建,距11号线隆德路站约637米
万科有山,赵巷-置旺路288弄(近业锦路),叠加,卧室：,50000,550,110�O,无花园,北向,满二
曲一花苑,曲阳-曲阳路501-551号、大连西路230弄,2室1厅,50.32,63593,320,南向,高层（共6层）,1986年建,"满五性价比高户型佳
                                        距8号线曲阳路站约71米"
永康城永锦苑,浦江-永颂路198弄,2室2厅,80.2,24938,200,南北向,高层（共18层）,2014年建,满二
时运大楼,徐家汇-正阳路25弄,2室1厅,67.34,68310,460,南向,中层（共18层）,1993年建,"满五业主急售采光好
                                        距9号线嘉善路站约467米"
巴黎之春,万里-富平路737弄,2室2厅,100,60000,600,南北向,中层（共8层）,2005年建,"满五优质教育小区中心性价比高
                                        距11号线上海西站约589米"
临汾路1565弄小区,彭浦-临汾路1565弄小区临汾路1565弄,2室0厅,58.19,42103,245,南向,中层（共6层）,1995年建,满五优质教育
滨江国际,塘桥-滨江国际临沂北路150弄1、3号,3室2厅,159.63,62645,1000,南向,高层（共29层）,2003年建,"满五
                                        距4号线塘桥站约463米"
上海康城一期,莘庄-莘松路958弄(山林道4-51号、康城道51,3室2厅,127.62,33694,430,南向,中层（共11层）,2001年建,满二优质教育配套成熟性价比高
保利叶上海,顾村-菊太路1198弄、联杨路1078弄、菊联路2,2室1厅,81.69,42845,350,南向,高层（共26层）,2010年建,满五首付低总价低
呼玛一村,张庙-呼玛一村,2室1厅,55,41818,230,南北向,中层（共6层）,1996年建,满五优质教育
花木绿城锦绣兰庭,世纪公园-花木绿城锦绣兰庭浦建路1399弄,3室2厅,146.4,92555,1355,南向,中层（共19层）,2015年建,"满二
                                        距2号线世纪公园站约859米"
尚海湾豪庭,徐汇滨江-宛平南路1441号、凯滨路18弄、凯滨路19,4室3厅,314.8,158767,4998,南北向,高层（共21层）,2012年建,"满五优质教育
                                        距7号线龙华中路站约790米"
赞成红树林,金山新城-卫零北路800弄,2室2厅,89.02,22242,198,南北向,中层（共9层）,2011年建,无
胶南小区,南码头-浦东南路2370弄、浦东南路2380弄、浦东,2室1厅,60.67,47800,290,南向,高层（共6层）,1979年建,"满五
                                        距6号线临沂新村站约915米"
古龙苑,古美-顾戴路388弄,2室1厅,72.15,55440,400,南向,中层（共5层）,1999年建,"满五
                                        距12号线顾戴路站约1072米"
祁南二村,罗店-祁南二村市一路153弄4-78号,2室2厅,77,21818,168,南北向,高层（共6层）,1996年建,满五优质教育总价低性价比高
龙达新苑,奉城-奉城镇兰博路2919弄,2室2厅,90,14444,130,南向,低层（共6层）,2010年建,满五配套成熟性价比高
春江锦庐,古美-春江锦庐古美西路752弄,2室2厅,101.01,60390,610,南北向,低层（共6层）,2005年建,"满二
                                        距12号线虹莘路站约922米"
四季全景台,世纪公园-花木路916弄,4室2厅,212.7,87447,1860,南向,高层（共18层）,2006年建,"满五优质教育
                                        距2号线世纪公园站约382米"
中邦城市,康桥-秀沿路867弄,3室2厅,133.85,46694,625,南北向,低层（共16层）,,满五性价比高业主急售
玉兰清苑,徐泾-龙联路58弄,2室1厅,70.2,40171,282,南北向,高层（共14层）,2012年建,"满五
                                        距17号线诸光路站约876米"
中邦城市,康桥-中邦城市秀沿路867弄,3室2厅,105.8,47732,505,南向,低层（共13层）,2009年建,满五配套成熟小区中心
嘉业海悦,海湾旅游区-海马路2155弄,1室1厅,67,13134,88,南北向,中层（共12层）,2015年建,满二
达安花园,曹家渡-长寿路999弄,1室2厅,67.8,89970,610,南向,高层（共31层）,2004年建,"优质教育
                                        距13号线武宁路站约292米"
樟盛苑,张江-盛夏路738弄,3室2厅,127.6,39969,510,西南向,中层（共14层）,2013年建,满五优质教育小区中心黄金楼层
巷佳华苑,赵巷-盈港东路4709弄1-44号、镇泽路518弄,3室1厅,82.42,28512,235,南向,低层（共6层）,2014年建,"满二优质教育总价低带阁楼
                                        距17号线赵巷站约59米"
上海康城四期,莘庄-莘松路958弄(大浪湾道25-61号、瀑布湾,2室2厅,89,34831,310,西南向,中层（共18层）,2007年建,满五优质教育配套成熟黄金楼层
双东小区,曲阳-赤峰路404弄、东体育会路671-699号,1室1厅,38,89474,340,南向,高层（共6层）,1987年建,"满五优质教育配套成熟总价低
                                        距3号线赤峰路站约640米"
民星二村,中原-民星二村1-61号,2室2厅,59.7,38526,230,南向,中层（共6层）,1990年建,"满五
                                        距8号线嫩江路站约569米"
天山怡景苑,天山-天山怡景苑威宁路511弄、威宁路507弄,3室2厅,142.89,76282,1090,南北向,中层（共16层）,2010年建,"满五优质教育
                                        距2号线威宁路站约462米"
桃花源一村,惠南-拱极路3335弄,3室1厅,99,22222,220,南北向,中层（共6层）,2000年建,"满五配套成熟业主急售
                                        距11号线惠南站约559米"
申雅苑,周浦-申雅苑关岳路338弄,1室1厅,51.8,39575,205,南向,高层（共6层）,2008年建,满五
贝港花苑,南桥-解放西路639弄,3室1厅,97,27320,265,南向,中层（共6层）,2000年建,满五配套成熟黄金楼层
杨泰二村,杨行-杨泰二村杨鑫路200弄,2室1厅,73.7,32564,240,南向,高层（共6层）,1996年建,满五优质教育
江杨家园,江湾镇-江杨南路55弄,1室1厅,58.4,45377,265,南向,低层（共14层）,2007年建,无
上海星河湾,颛桥-上海星河湾都会路3799号、都会路3888弄,4室2厅,274,54745,1500,南北向,低层（共30层）,2011年建,满二
浦东星河湾,花木-锦绣路2580弄,3室2厅,189,106878,2020,南北向,中层（共18层）,2014年建,"满二优质教育
                                        距7号线锦绣路站约770米"
宜浩佳园,临港新城-竹柏路100弄、竹柏路366弄、竹柏路111,3室2厅,120,29167,350,南北向,高层（共4层）,2008年建,满二优质教育小区中心性价比高
复旦小区,凉城-水电路1324弄2支弄、水电路1324弄5支,1室1厅,41,43902,180,南向,中层（共6层）,1998年建,"满五配套成熟首付低
                                        距3号线大柏树站约892米"
崧泽华城华中苑,青浦城区-崧泽华城华中苑崧漪一路55弄、崧漪一路46弄,2室1厅,79.7,21330,170,南向,高层（共18层）,2015年建,满二优质教育
春申景城三期,春申-锦梅路1500弄、锦梅路1398弄,3室2厅,137.45,69116,950,南向,高层（共25层）,2011年建,满五
浦江世博家园四街坊,浦江-北江燕路68弄,2室2厅,80.57,44682,360,南北向,高层（共11层）,2006年建,"满五优质教育性价比高黄金楼层
                                        距8号线江月路站约597米"
公元2040,祝桥-千汇路198弄(近川南奉公路),3室2厅,100,41100,411,南北向,低层（共12层）,2019年建,满五性价比高拎包入住
奥塞花园,莘庄-普洱路88弄、春申路3799弄100支弄,3室2厅,143.09,59753,855,南向,低层（共9层）,2005年建,"满五
                                        距5号线春申路站约512米"
徐家汇花园,徐家汇-宛平南路255弄,3室2厅,170,75294,1280,南北向,中层（共29层）,2005年建,"优质教育
                                        距7号线肇嘉浜路站约713米"
解放新村,南桥-解放路505弄、解放西路311弄,3室1厅,79,18861,149,南北向,中层（共6层）,1992年建,满五优质教育
浦润苑(闵行),浦江-浦航路718弄,2室2厅,78.85,31072,245,南向,高层（共7层）,2012年建,满五配套成熟小区中心
君邑地中海,上大-祁连山路2233弄,2室2厅,93.3,42497,396.5,南北向,中层（共18层）,2011年建,满五小区中心黄金楼层
上海星河湾,颛桥-都会路3799号、都会路3888弄、都会路3,4室2厅,305,54098,1650,南北向,中层（共30层）,2011年建,满五户型佳地暖
聚丰景都,上大-聚丰景都聚丰园路628弄,1室1厅,56.82,42239,240,南北向,高层（共6层）,2008年建,"满二优质教育
                                        距7号线祁华路站约1183米"
永康城宝铭莲浦苑,浦江-永杰路577弄1-36号,1室1厅,60,26667,160,南向,低层（共18层）,,满二小区中心性价比高
粤秀小区,大宁-粤秀路318弄,1室1厅,38.39,91170,350,南向,低层（共6层）,1996年建,满五
绿地东上海,康桥-绿地东上海秀浦路788弄、秀浦路800弄,3室2厅,119.8,40808,488.88,南北向,中层（共18层）,2014年建,满五小区中心业主急售
绿地临港家园,临港新城-绿地临港家园古棕路438弄、古棕路555弄,2室2厅,100,23500,235,南北向,中层（共4层）,2007年建,满五户型佳总价低配套成熟
安居金祁新城,桃浦-祁安路365弄、祁安路368弄,2室1厅,70,42571,298,南向,低层（共12层）,2013年建,满五首付低总价低
绿地小米公社,奉城-兰博路1189弄,1室1厅,48.92,18111,88.6,南北向,低层（共15层）,2016年建,满二
翠湖天地嘉苑,新天地-黄陂南路506弄,2室2厅,130.23,161253,2100,南向,高层（共32层）,2008年建,"满五优质教育
                                        距10号线新天地站约232米"
浦润苑(闵行),浦江-浦润苑(闵行)浦航路718弄,2室2厅,87.75,32251,283,南北向,中层（共14层）,2012年建,满五配套成熟首付低业主急售
万泰花园,七宝-七莘路2299弄,1室1厅,47.41,64332,305,南向,低层（共6层）,1997年建,优质教育
通河一村,通河-通河路100弄,1室1厅,47,40000,188,南向,高层（共6层）,1994年建,"满二优质教育
                                        距1号线通河新村站约918米"
莘南花苑一村,莘庄-莘朱路651弄,2室2厅,66.7,49475,330,南向,高层（共6层）,1995年建,"优质教育
                                        距1号线外环路站约1155米"
东锦苑,川沙-华夏二路1278弄1-23号,2室2厅,75.7,40951,310,南北向,中层（共15层）,2012年建,满五
锦绣江南二期,金汇-金汇南路91弄,2室2厅,110,59818,658,南向,中层（共13层）,2004年建,"满五性价比高采光好
                                        距10号线龙柏新村站约927米"
江海新村,南桥-江海新村1-608号,3室1厅,81,19136,155,南向,高层（共6层）,1989年建,满五优质教育配套成熟拎包入住
通联苑一期,金杨-通联苑一期居家桥路688弄,2室2厅,89.35,63794,570,南向,高层（共6层）,2001年建,"满五优质教育小区中心性价比高
                                        距6号线云山路站约604米"
丽水湾,庄行-三民路561弄、三城路455弄,3室2厅,89.25,15574,139,南北向,高层（共4层）,2008年建,满二优质教育
景江苑C区,浦江-景江苑C区浦秀路499弄,3室2厅,121.4,34596,420,南北向,高层（共5层）,2006年建,满五
东鼎名人府邸(松江),松江新城-滨湖路310弄,2室2厅,89,39326,350,南向,高层（共17层）,2014年建,满五性价比高业主急售
中信泰富又一城雅苑,嘉定新城-中信泰富又一城雅苑云谷路599弄,2室2厅,95.1,35752,340,南向,高层（共37层）,2015年建,"满五性价比高业主急售
                                        距11号线嘉定新城站约182米"
仁恒河滨城,联洋-仁恒河滨城丁香路1599弄,4室2厅,207,86908,1799,南向,低层（共27层）,2004年建,"满五优质教育总价低性价比高
                                        距9号线芳甸路站约1086米"
欣佳宝邸,浦江-闵驰二路58弄、闵驰二路59弄、闵驰二路25,2室1厅,77,27922,215,南向,高层（共14层）,2011年建,满五
虹浦新城,浦江-虹浦新城浦涛路505弄、浦涛路510弄,2室2厅,77.1,30480,235,南北向,高层（共11层）,2013年建,满五
君莲新城中城苑,颛桥-春都路75弄,2室2厅,83.69,41224,345,南北向,中层（共11层）,2006年建,满五配套成熟一梯一户
汇诚佳苑,航头-汇诚佳苑鹤永路750弄,2室1厅,72,27500,198,南北向,中层（共18层）,2006年建,"满二优质教育总价低性价比高业主急售
                                        距16号线鹤沙航城站约1101米"
翠湖天地嘉苑,新天地-黄陂南路506弄,2室2厅,134.89,144933,1955,南向,低层（共29层）,2008年建,"优质教育
                                        距10号线新天地站约232米"
宝华海尚郡领,北蔡-宝华海尚郡领成山路2388号,4室2厅,140,77143,1080,南北向,高层（共1层）,2015年建,"满五
                                        距13号线北蔡站约508米"
工农四村,中原-工农四村1-45号,2室2厅,77.6,43170,335,南北向,中层（共6层）,2004年建,"满五优质教育配套成熟性价比高
                                        距8号线市光路站约960米"
尚海湾豪庭,徐汇滨江-尚海湾豪庭宛平南路1441号、凯滨路18弄、,4室2厅,225.04,128866,2900,南向,高层（共37层）,2008年建,"满二优质教育
                                        距7号线龙华中路站约790米"
塘和家园德悦苑,泗泾-德悦路501弄,2室1厅,67.7,23634,160,南向,中层（共17层）,2014年建,"满二
                                        距9号线泗泾站约925米"
嘉富利大厦,光新-镇坪路48号,2室1厅,96.7,54602,528,南向,高层（共24层）,1995年建,"满五优质教育配套成熟户型佳
                                        距3号线镇坪路站约488米"
新泾苑,西郊-新泾苑中泾路18弄,3室2厅,100,50000,500,南向,中层（共6层）,1998年建,满五
奥林匹克花园一期,九亭-涞亭北路99弄,2室2厅,78,39103,305,南北向,中层（共5层）,2005年建,"满五唯一优质教育
                                        距9号线中春路站约1165米"
城市丽园,黄兴公园-城市丽园延吉中路245弄,2室1厅,96.87,78456,760,南北向,低层（共17层）,2005年建,"满五优质教育
                                        距8号线黄兴路站约475米"
邮电二村,曲阳-赤峰路600弄、东体育会路800弄、赤峰路5,2室1厅,68.09,78572,535,南向,高层（共24层）,1990年建,"满五优质教育
                                        距3号线赤峰路站约406米"
保安新村,青浦城区-保安新村保安新村1-22号,2室1厅,66,28485,188,南北向,高层（共6层）,1999年建,满五优质教育
聚缘北庭,浦江-聚缘北庭浦航路36弄,2室2厅,75,26000,195,南向,高层（共11层）,2012年建,满五
景展家园,金山其他-春虹路208弄,2室2厅,90,13556,122,南向,中层（共6层）,2008年建,满二优质教育配套成熟采光好
翠湖天地嘉苑,新天地-翠湖天地嘉苑黄陂南路506弄,2室2厅,128,148438,1900,西向,中层（共17层）,2007年建,"满五优质教育
                                        距10号线新天地站约232米"
绿地新干线,颛桥-灯辉路601弄,2室2厅,76.78,37900,291,南向,低层（共6层）,2005年建,距5号线剑川路站约536米
尚海湾豪庭,徐汇滨江-尚海湾豪庭宛平南路1441号、凯滨路18弄、,4室2厅,200.44,129715,2600,南向,高层（共35层）,2000年建,"优质教育
                                        距7号线龙华中路站约790米"
鹤沙航城瑞馨苑,航头-鹤沙航城瑞馨苑航春路169弄,2室2厅,77,28571,220,南北向,中层（共14层）,2014年建,"满五性价比高业主急售
                                        距16号线鹤沙航城站约528米"
东亚启航公馆,川沙-航城三路518弄,3室2厅,90,30889,278,南北向,中层（共11层）,2016年建,无
欧风家园,周浦-欧风家园瑞意路399弄、瑞浦路77弄,2室2厅,82,29085,238.5,南北向,中层（共14层）,2008年建,满五优质教育
黎明花园,七宝-七莘路2465弄30支弄,2室1厅,77.4,46770,362,南向,中层（共6层）,1994年建,距9号线七宝站约793米
呼玛三村,通河-呼玛三村,1室1厅,42,42381,178,南向,低层（共6层）,1996年建,"满二优质教育
                                        距1号线呼兰路站约454米"
上南一村,世博-上南一村上南路929弄,2室1厅,51.4,48638,250,南向,高层（共6层）,1989年建,"满五优质教育性价比高业主急售
                                        距7号线耀华路站约321米"
华滨家园,植物园-龙吴路1323弄,2室2厅,89.58,61398,550,东南向,低层（共35层）,2012年建,优质教育
龙南三村,徐汇滨江-龙南三村4-98号,2室1厅,71.16,55509,395,南向,高层（共6层）,1995年建,"优质教育
                                        距11号线龙耀路站约525米"
万科城,马桥-银春路2200弄,2室2厅,77.4,38501,298,南向,中层（共18层）,2014年建,满二
博一小区,金桥-博一小区博兴路465弄、博兴路465弄2支弄,2室1厅,59.52,48387,288,南向,高层（共6层）,1998年建,"满五优质教育业主急售户型佳
                                        距6号线博兴路站约477米"
南郊别墅,春申-南郊别墅中春路3455弄,独栋,卧室：,35043,2050,585�O,花园：600.0平米,西向,满二
金中苑,黄浦滨江-金中苑中山南路1887弄,1室1厅,51.59,96918,500,南向,高层（共20层）,2002年建,"满五优质教育
                                        距4号线西藏南路站约272米"
申地苑,闸北公园-平型关路68弄,2室2厅,97.6,56865,555,南向,低层（共24层）,2002年建,"满五配套成熟户型佳
                                        距8号线西藏北路站约344米"
思浦小区,三林-杨思路156弄、杨思路436弄、杨思路430,1室1厅,38.09,45419,173,南向,中层（共6层）,1989年建,"满五优质教育拎包入住黄金楼层配套成熟
                                        距8号线杨思站约152米"
嘉御庭,徐家汇-建国西路228弄、建国西路268弄,2室2厅,142.23,158194,2250,南向,中层（共30层）,,"满五优质教育
                                        距9号线嘉善路站约407米"
广杭苑,"东外滩-广杭苑眉州路135弄,杭州路66弄",2室2厅,90.26,64259,580,南向,低层（共6层）,2003年建,满五优质教育采光好小区中心
港城滴水湖馨苑,临港新城-港城滴水湖馨苑方竹路222弄、方竹路333弄,3室2厅,120,27083,325,南向,低层（共5层）,2006年建,满二优质教育
广杭苑,"东外滩-广杭苑眉州路135弄,杭州路66弄",2室2厅,87.77,55258,485,南向,高层（共7层）,1996年建,满五优质教育配套成熟小区中心
丽水湾,庄行-三民路561弄、三城路455弄,2室2厅,80,14375,115,南北向,低层（共4层）,2008年建,满五优质教育总价低性价比高
万科翡翠滨江,源深-万科翡翠滨江昌邑路1500号,4室1厅,272,120588,3280,南向,中层（共33层）,2000年建,满二
鼎鑫名流苑,川沙-川周路8682弄,1室1厅,65.42,41272,270,南向,中层（共11层）,2009年建,"满二优质教育
                                        距2号线川沙站约1198米"
南部阳光翠庭,松江新城-新松江路1111弄,2室1厅,78,27564,215,南向,中层（共12层）,2008年建,满五配套成熟送车位
上南九村,世博-上南九村上南路1551弄、成山路226弄、成,2室1厅,78,44872,350,南向,中层（共18层）,1995年建,"满五优质教育配套成熟性价比高
                                        距8号线成山路站约327米"
东礁新村,金山新城-东礁一村、东礁二村、东礁三村、东礁四村,3室1厅,74,18243,135,南向,中层（共6层）,1994年建,满五
中粮海景壹号,陆家嘴-中粮海景壹号银城中路600弄,4室2厅,340,161765,5500,南向,中层（共35层）,2009年建,"满二
                                        距2号线陆家嘴站约694米"
三湘盛世花园,张庙-三湘盛世花园一二八纪念路788弄、一二八纪念,3室2厅,133.4,46477,620,南向,中层（共18层）,2010年建,"满五优质教育配套成熟小区中心
                                        距1号线共康路站约760米"
永康城永锦苑,浦江-永康城永锦苑永颂路198弄,2室2厅,75,26000,195,南向,高层（共18层）,2014年建,满五
世华锦城,三林-世华锦城杨思路860弄,1室2厅,62,54839,340,南向,中层（共11层）,2007年建,"满五优质教育
                                        距8号线杨思站约722米"
雅居乐星徽,车墩-影佳路333弄(影佳路影城路交汇处),3室2厅,133.6,24693,329.9,南北向,中层（共13层）,2016年建,"满二优质教育配套成熟性价比高
                                        距金山铁路车墩约1001米"
好世凤凰城,莘庄-银都路3536弄,3室2厅,132.5,48302,640,南北向,低层（共4层）,2005年建,"满五优质教育
                                        距5号线银都路站约446米"
浦东世纪花园二期,世纪公园-银霄路39弄,4室2厅,189.4,97677,1850,南北向,中层（共33层）,2005年建,"满五优质教育
                                        距7号线花木路站约440米"
复地雅园,豫园-昼锦路180弄,4室2厅,178,129213,2300,南北向,中层（共30层）,2006年建,"满五优质教育
                                        距10号线豫园站约705米"
明苑别墅,西郊-龙溪路189号,独栋,卧室：,113379,4500,396.9�O,花园：500.0平米,南向,"满二优质教育
                                        距10号线龙溪路站约414米"
白金湾,北外滩-海平路18号,4室2厅,306,187092,5725,南北向,中层（共36层）,2010年建,距12号线提篮桥站约349米
樱花坊,世纪公园-牡丹路418弄,3室2厅,100.93,67076,677,南北向,高层（共6层）,1995年建,"满五优质教育
                                        距2号线世纪公园站约237米"
绿地东岸涟城,临港新城-古棕路168弄、马樱丹路127弄,2室2厅,87,22989,200,南北向,中层（共5层）,2008年建,满二优质教育
翠堤尚郡,江桥-嘉涛路60弄,4室2厅,137.58,45428,625,南北向,中层（共18层）,2011年建,满五总价低性价比高
上海春城三期,春申-莲花南路1108弄,2室2厅,98.56,56615,558,南北向,中层（共17层）,2005年建,满五
绿地南桥新苑,南桥-环城东路885弄,2室2厅,81.7,35496,290,南向,高层（共5层）,2006年建,"满五配套成熟小区中心
                                        距5号线环城东路站约263米"
首创禧悦新苑,青浦城区-朱家角路588弄,2室1厅,75,39867,299,南北向,低层（共12层）,2019年建,"满五
                                        距17号线淀山湖大道站约424米"
祁南二村,罗店-市一路153弄4-78号,3室1厅,86,21512,185,南向,高层（共6层）,1996年建,满五优质教育小区中心性价比高
银都新村,颛桥-银都新村银都路3118弄,1室1厅,41,46341,190,南北向,低层（共6层）,2020年建,"满五
                                        距5号线银都路站约925米"
高兴花园一街坊,莘庄-高兴花园一街坊莘朱路879弄1-28号,2室1厅,67,44776,300,南北向,低层（共6层）,1996年建,满五优质教育业主急售黄金楼层拎包入住
首创锦悦,松江新城-云恩路59弄,3室2厅,95,36842,350,南向,中层（共17层）,2016年建,满二配套成熟拎包入住
美罗家园美平苑,罗店-美平路288弄,2室2厅,92,28261,260,南北向,中层（共11层）,2012年建,"满五
                                        距7号线罗南新村站约1067米"
现代华庭一期,重固-赵重路2788弄,2室2厅,91,23626,215,南北向,中层（共6层）,2008年建,满五优质教育性价比高业主急售
妙栏小区,川沙-妙栏路392弄、妙栏路353弄、妙栏路200,3室1厅,87.78,39303,345,南向,高层（共6层）,1997年建,"满五
                                        距2号线川沙站约1017米"
盛大金磐,陆家嘴-盛大金磐东泰路200弄,3室2厅,266,142857,3800,南向,低层（共40层）,2002年建,"满二
                                        距2号线陆家嘴站约783米"
正阳世纪星城,南桥-正环路888弄、正环路666弄、正环路889,2室2厅,92,30435,280,南向,高层（共23层）,2005年建,优质教育
汤臣臻园,南桥-望园南路2391号、泽丰路566弄,3室2厅,137,31533,432,南向,低层（共18层）,2017年建,"满二
                                        距5号线望园路站约577米"
嘉城雅颂湾,江桥-海波路118弄,2室2厅,88.82,41432,368,南向,中层（共14层）,2008年建,满五
淡水湾花园,新天地-马当路588弄,2室2厅,114.5,111790,1280,南北向,中层（共32层）,2008年建,"满五满五唯一优质教育
                                        距9号线马当路站约142米"
银星名庭,龙华-龙漕路51弄2号,2室1厅,72.39,62163,450,南向,中层（共26层）,2005年建,"满五优质教育配套成熟性价比高
                                        距1号线漕宝路站约272米"
万科中环国际城海上传奇,御桥-万科中环国际城海上传奇御桥路1679弄、沪南,3室2厅,123,66667,820,南北向,中层（共20层）,2000年建,"满五优质教育
                                        距11号线御桥站约376米"
汤臣高尔夫别墅,张江-龙东大道415弄,独栋,卧室：,83184,3150,378.68�O,无花园,南向,满五优质教育
绿洲比华利花园,莘闵别墅-明华路366弄102-1148号,独栋,卧室：,38753,1399,361�O,花园：1200.0平米,南向,满五优质教育
星苑小区,凉城-车站北路400弄1-45号、车站北路500弄,2室1厅,71,49296,350,南向,低层（共6层）,1993年建,优质教育
徐公桥小区(一至二期),昆山-花桥绿地徐公桥路,1室2厅,48,12917,62,南北向,中层（共18层）,2014年建,满五优质教育
浦江瑞和城玖街区,浦江-鲁康路555弄,3室1厅,98,30102,295,南北向,低层（共18层）,2014年建,满二优质教育配套成熟黄金楼层
阳光城愉景湾,川沙-阳光城愉景湾川沙路5999号,3室2厅,90.43,49209,445,南向,高层（共20层）,2015年建,满二优质教育
清涧三街坊,真如-清涧三街坊清涧路187弄,3室2厅,117.8,43294,510,南北向,低层（共6层）,2000年建,"满五小区中心
                                        距11号线李子园站约954米"
爱庐世纪新苑,颛桥-沪光路39弄,2室2厅,86.8,37558,326,南北向,中层（共9层）,2000年建,满五
罗南二村,罗店-罗南二村东太路80弄1-16号、东太路143,2室1厅,69.28,26703,185,南北向,高层（共7层）,1996年建,"满五优质教育小区中心性价比高
                                        距7号线罗南新村站约1075米"
番南小区,徐家汇-番禺路1151弄、番禺路1160弄1-9号 ,1室1厅,34.18,113517,388,南向,高层（共7层）,1994年建,"优质教育
                                        距3号线虹桥路站约627米"
融创滨江壹号院,黄浦滨江-融创滨江壹号院中山南一路,3室2厅,171,125731,2150,南向,低层（共33层）,2017年建,"满二
                                        距13号线世博会博物馆站约388米"
上南一村,世博-上南一村上南路929弄,2室1厅,49.6,47379,235,南向,中层（共6层）,1988年建,"满五优质教育配套成熟业主急售
                                        距7号线耀华路站约321米"
皮裘公寓,静安寺-铜仁路278号,1室0厅,50.5,118416,598,南向,中层（共5层）,1929年建,"满五
                                        距2号线静安寺站约571米"
心圆东苑,川沙-心圆东苑华夏二路1455弄1-33号,3室2厅,100.62,39257,395,南向,中层（共15层）,2012年建,满五
竹园新村,源深-竹园新村潍坊路335弄1-3支弄、源深路60,2室1厅,53.88,85375,460,西向,中层（共6层）,2001年建,"满五
                                        距2号线世纪大道站约510米"
翔顺公寓,黄兴公园-国顺东路26弄,1室1厅,53.55,48179,258,南向,中层（共6层）,1998年建,"满五配套成熟小区中心
                                        距8号线翔殷路站约929米"
梅园四街坊,源深-福山路100弄、福山路102弄、张杨路951,1室1厅,41,102439,420,南向,低层（共6层）,1993年建,"优质教育
                                        距2号线世纪大道站约310米"
海伦新苑,四川北路-华昌路68弄,2室2厅,118.9,74012,880,南向,中层（共18层）,2004年建,"满五
                                        距3号线东宝兴路站约306米"
爱建新家园,彭浦-爱建新家园闻喜路555弄,3室2厅,135,48148,650,南北向,中层（共6层）,1999年建,"满五优质教育
                                        距1号线彭浦新村站约1024米"
玉田新村,曲阳-玉田新村玉田路311弄、玉田路201弄、玉田,2室1厅,52.9,42533,225,南北向,中层（共6层）,1996年建,"满五业主急售性价比高
                                        距8号线曲阳路站约398米"
静安新城十区,静安新城-漕宝路1467弄10区2-81号,2室1厅,65.72,47931,315,南向,高层（共6层）,1997年建,"满五优质教育
                                        距9号线合川路站约876米"
清涧二街坊,真如-桃浦路1028弄,2室1厅,63,46032,290,南向,低层（共6层）,1990年建,"满五配套成熟小区中心
                                        距11号线李子园站约1100米"
金星绿苑,罗店-金星绿苑集贤路500弄、集贤路501弄,2室2厅,88,22727,200,南向,高层（共6层）,2005年建,满五优质教育总价低明厨明卫
嘉誉湾,新江湾城-淞沪路1888弄,4室2厅,202,84158,1700,南北向,中层（共13层）,2000年建,"满二配套成熟一梯一户
                                        距10号线新江湾城站约531米"
经纬城市绿洲三期,上大-纬地路358弄,3室2厅,131,50000,655,南北向,高层（共14层）,2009年建,"满五优质教育性价比高业主急售
                                        距7号线南陈路站约708米"
黎安一村,莘庄-黎安路551弄,2室1厅,65.1,44240,288,南北向,低层（共6层）,1996年建,"满五优质教育
                                        距12号线七莘路站约828米"
黄浦新苑东苑,老西门-西藏南路1108弄,3室2厅,138.9,79194,1100,南向,低层（共32层）,2003年建,"满五优质教育
                                        距8号线陆家浜路站约148米"
